time,painel_fotovoltaico_tensao,painel_fotovoltaico_corrente,painel_fotovoltaico_potencia,painel_fotovoltaico_temperatura,painel_fotovoltaico_radiacao,painel_fotovoltaico_inclinacao,eletrolisador_tensao,eletrolisador_corrente,eletrolisador_densidade_corrente,eletrolisador_temperatura,eletrolisador_caudal_H2,eletrolisador_caudal_H2O,eletrolisador_pressao,eletrolisador_potencia,tanque_pressao,tanque_volume,tanque_temperatura,celula_combustivel_tensao,celula_combustivel_corrente,celula_combustivel_temperatura,celula_combustivel_caudal_H2,celula_combustivel_caudal_H2O,celula_combustivel_pressao,celula_combustivel_potencia,bateria_tensao,bateria_corrente,bateria_temperatura,bateria_soc,rede_tensao,rede_corrente
105.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.17229001322751,99.1722900132275,694.2060300925925,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
106.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.16195601851851,99.16195601851851,694.1336921296296,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
107.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15162202380951,99.15162202380951,694.0613541666665,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
108.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.14128802910051,99.14128802910051,693.9890162037036,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
109.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.13095403439151,99.13095403439151,693.9166782407406,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
110.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1206200396825,99.1206200396825,693.8443402777776,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
111.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,800.0,25.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,1500.0,1.0,1500.0,0.0,31.25,0.01033399470899471,0.01033399470899471,50.35624999999983,0.0,0.0,0.0,0.0,1500.0,0.0,0.0
112.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.1102860449735,99.1102860449735,693.7720023148145,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,3072.0,0.0,0.0,3072.0,1.0,0.008888888888888887,0.015,0.008888888888888887,64.0,99.1191749338624,99.1191749338624,693.8342245370369,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,3072.0,0.0,0.0,3072.0,1.0,0.008888888888888887,0.015,0.008888888888888887,64.0,99.12806382275129,99.12806382275129,693.8964467592591,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,3072.0,0.0,0.0,3072.0,1.0,0.008888888888888887,0.015,0.008888888888888887,64.0,99.13695271164018,99.13695271164016,693.9586689814812,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,3072.0,0.0,0.0,3072.0,1.0,0.008888888888888887,0.015,0.008888888888888887,64.0,99.14584160052907,99.14584160052908,694.0208912037036,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,3072.0,0.0,0.0,3072.0,1.0,0.008888888888888887,0.015,0.008888888888888887,64.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,3072.0,48.0,64.0,19.2,0.0,0.0,0.0,3072.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,99.15473048941796,99.15473048941796,694.0831134259257,0.0035413671850809997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35624999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
